Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano
Dedé (ZAG),Cruzeiro,1472,9,542.0,-140.0,-213.0,16.0,2.0,,2.0,10.0,4.0,4.0,,,,,,2.0,,,8.0,,21.0,9,2019
Bruno Henrique (ATA),Flamengo,1807,8,542.0,250.0,-2.0,1.0,4.0,,,13.0,11.0,7.0,,,,,,2.0,,,12.0,1.0,11.0,9,2019
Marco Ruben (ATA),Athlético-PR,1497,5,536.0,140.0,-113.0,3.0,1.0,1.0,,2.0,2.0,6.0,2.0,,,,,,,,7.0,3.0,5.0,9,2019
Emerson Santos (ZAG),Internacional,581,5,536.0,0.0,0.0,11.0,1.0,,3.0,2.0,,1.0,,,,,,3.0,,,6.0,1.0,18.0,9,2019
André Luís (ATA),Fortaleza,664,4,530.0,1570.0,320.0,1.0,2.0,,,10.0,,1.0,,,,,,,,,1.0,1.0,5.0,9,2019
Rodrigo Caio (ZAG),Flamengo,936,7,528.0,530.0,11.0,8.0,1.0,,3.0,5.0,8.0,2.0,,,,,,1.0,,,8.0,,11.0,9,2019
Jorge Sampaoli (TEC),Santos,1218,9,512.0,612.0,20.0,,,,,,,,,,,,,,,,,,,9,2019
Rodrigo Lindoso (MEI),Internacional,1056,8,511.0,1190.0,231.0,22.0,1.0,,,4.0,3.0,3.0,,,,,,,,,9.0,,12.0,9,2019
Thiago Neves (MEI),Cruzeiro,804,8,505.0,140.0,-17.0,1.0,3.0,1.0,,6.0,11.0,5.0,1.0,,,,,2.0,,,5.0,1.0,13.0,9,2019
Marcinho (ATA),Fortaleza,741,8,504.0,90.0,-75.0,10.0,2.0,2.0,,9.0,2.0,4.0,,,,,,2.0,,,5.0,3.0,12.0,9,2019
Luan (ZAG),Palmeiras,1057,1,500.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,9,2019
Chará (ATA),Atlético-MG,1162,9,499.0,380.0,58.0,9.0,3.0,,,13.0,5.0,4.0,1.0,,,,,,,,4.0,2.0,26.0,9,2019
Oswaldo Henríquez (ZAG),Vasco,439,2,490.0,1040.0,227.0,3.0,,,1.0,,,1.0,,,,,,,,,,,3.0,9,2019
Alex Santana (MEI),Botafogo,994,7,487.0,410.0,-85.0,6.0,3.0,,,8.0,4.0,1.0,,,,,,1.0,,,4.0,,11.0,9,2019
Odair Hellmann (TEC),Internacional,1071,9,487.0,571.0,66.0,,,,,,,,,,,,,,,,,,,9,2019
Manoel (ZAG),Corinthians,1008,6,485.0,-10.0,-169.0,9.0,,,4.0,1.0,2.0,,,,,,,1.0,,,3.0,,10.0,9,2019
Jean Lucas (MEI),Santos,1234,9,484.0,990.0,84.0,20.0,,1.0,,18.0,5.0,6.0,1.0,,,,,2.0,,,11.0,,17.0,9,2019
Diogo Silva (GOL),Ceará,1139,9,477.0,1300.0,189.0,,,,2.0,1.0,,,,17.0,,,,1.0,,8.0,,,2.0,9,2019
Jefferson (LAT),Goiás,978,8,477.0,-110.0,-173.0,15.0,1.0,,2.0,12.0,2.0,1.0,,,,,,1.0,,,5.0,,22.0,9,2019
Tiago Volpi (GOL),São Paulo,1044,9,474.0,1020.0,122.0,,,,4.0,3.0,,,,11.0,,,,,,5.0,,,6.0,9,2019
Marcelo Lomba (GOL),Internacional,995,9,472.0,-200.0,-60.0,,,,3.0,3.0,,,,14.0,,,,,,8.0,,,,9,2019
Samuel Xavier (LAT),Ceará,1249,9,464.0,-50.0,-133.0,12.0,,2.0,2.0,19.0,5.0,2.0,1.0,,,,,1.0,,,7.0,2.0,29.0,9,2019
Roger Machado (TEC),Bahia,1086,9,464.0,413.0,-2.0,,,,,,,,,,,,,,,,,,,9,2019
César (GOL),Flamengo,610,4,462.0,800.0,66.0,,,,1.0,1.0,,,,7.0,,,,,,4.0,,,,9,2019
Danilo Avelar (LAT),Corinthians,622,5,460.0,-280.0,-177.0,5.0,,,4.0,6.0,1.0,3.0,,,,,,2.0,,,7.0,1.0,13.0,9,2019
Juninho Capixaba (LAT),Grêmio,800,6,458.0,790.0,164.0,16.0,,,3.0,14.0,1.0,,,,,,,3.0,,,15.0,2.0,16.0,9,2019
Réver (ZAG),Atlético-MG,1255,7,453.0,1000.0,132.0,15.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,,11.0,9,2019
Renê (LAT),Flamengo,782,6,447.0,500.0,-30.0,11.0,,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,,,2.0,,19.0,9,2019
Alexandre Pato (ATA),São Paulo,910,8,446.0,920.0,127.0,4.0,3.0,,,11.0,9.0,2.0,,,,,,,,,6.0,5.0,13.0,9,2019
Éverson (GOL),Santos,736,3,443.0,380.0,48.0,,,,2.0,1.0,,,,2.0,,,,,,1.0,,,4.0,9,2019
Paulo Victor (GOL),Grêmio,663,8,441.0,680.0,66.0,,,,4.0,,,,,10.0,,,,,,6.0,,,9.0,9,2019
Rodrigo Santana (TEC),Atlético-MG,1089,9,441.0,526.0,47.0,,,,,,,,,,,,,,,,,,,9,2019
Nino Paraíba (LAT),Bahia,1231,8,440.0,450.0,21.0,13.0,,1.0,3.0,12.0,4.0,3.0,,,,,,3.0,,,9.0,,22.0,9,2019
Camilo (MEI),Chapecoense,736,4,438.0,860.0,107.0,3.0,,2.0,,5.0,5.0,3.0,,,,,,1.0,,,3.0,,12.0,9,2019
Carlinhos (LAT),CSA,591,7,433.0,170.0,-122.0,8.0,1.0,,2.0,5.0,3.0,3.0,,,,,,,,,2.0,,24.0,9,2019
Reinaldo (LAT),São Paulo,1149,9,432.0,50.0,-131.0,11.0,,1.0,4.0,6.0,4.0,2.0,,,,,,1.0,,,10.0,,14.0,9,2019
Marrony (ATA),Vasco,1248,8,429.0,310.0,-18.0,13.0,,1.0,,16.0,9.0,5.0,,,,,,,,,9.0,3.0,18.0,9,2019
Victor Ferraz (LAT),Santos,985,9,421.0,510.0,76.0,14.0,,,5.0,8.0,1.0,2.0,,,,,,2.0,,,4.0,,31.0,9,2019
Bruno Guimarães (MEI),Athlético-PR,1188,7,417.0,-10.0,-71.0,8.0,1.0,,,23.0,3.0,4.0,1.0,,,,,1.0,,,12.0,,15.0,9,2019
Lourenço (ATA),Avaí,419,6,417.0,90.0,-75.0,13.0,,1.0,,13.0,2.0,3.0,,,,,,1.0,,,6.0,1.0,19.0,9,2019
Fábio Carille (TEC),Corinthians,1037,8,416.0,122.0,-70.0,,,,,,,,,,,,,,,,,,,9,2019
Renato Gaúcho (TEC),Grêmio,1149,9,414.0,443.0,-19.0,,,,,,,,,,,,,,,,,,,9,2019
Everton Ribeiro (MEI),Flamengo,1386,8,412.0,1310.0,271.0,13.0,,3.0,,14.0,3.0,2.0,,,,,,1.0,,,6.0,1.0,26.0,9,2019
Luan (MEI),Atlético-MG,880,8,407.0,710.0,86.0,21.0,,1.0,,17.0,6.0,3.0,,,,,,2.0,,,15.0,,31.0,9,2019
Ralf (MEI),Corinthians,1105,8,404.0,720.0,63.0,22.0,,,,16.0,1.0,1.0,,,,,,1.0,,,9.0,,14.0,9,2019
Artur (ATA),Bahia,1016,8,400.0,0.0,0.0,10.0,3.0,,,10.0,3.0,4.0,,,,,,3.0,,,8.0,1.0,29.0,9,2019
Gabriel (ZAG),Botafogo,863,9,400.0,250.0,-22.0,17.0,,,3.0,6.0,,1.0,,,,,,1.0,,,5.0,,14.0,9,2019
Uendel (LAT),Internacional,283,4,398.0,40.0,-82.0,10.0,,,1.0,2.0,3.0,1.0,,,,,,,,,9.0,3.0,9.0,9,2019
Marcos Paulo (ATA),Fluminense,349,4,398.0,270.0,20.0,2.0,,2.0,,3.0,2.0,1.0,,,,,,,,,1.0,,3.0,9,2019
Márcio Araújo (MEI),Chapecoense,885,9,392.0,170.0,30.0,21.0,,,,10.0,3.0,2.0,,,,,,,,,6.0,,10.0,9,2019
Alisson (MEI),Grêmio,686,6,387.0,250.0,4.0,9.0,,2.0,,9.0,2.0,3.0,,,,,,2.0,,,6.0,,10.0,9,2019
Claudinei Oliveira (TEC),Goiás,869,8,387.0,442.0,18.0,,,,,,,,,,,,,,,,,,,9,2019
Fernandão (ATA),Bahia,847,8,386.0,1110.0,172.0,2.0,2.0,,,7.0,9.0,5.0,,,,,,,,,2.0,4.0,6.0,9,2019
Ricardo (ZAG),Vasco,891,9,382.0,970.0,151.0,18.0,1.0,,1.0,6.0,3.0,,,,,,,1.0,,,6.0,,20.0,9,2019
Enderson Moreira (TEC),Ceará,1060,9,376.0,305.0,-21.0,,,,,,,,,,,,,,,,,,,9,2019
Vladimir (GOL),Avaí,545,9,372.0,200.0,-119.0,,,,2.0,1.0,,,,15.0,,,,,,11.0,,,,9,2019
Hernanes (MEI),São Paulo,1365,8,371.0,340.0,-26.0,4.0,1.0,1.0,,10.0,6.0,6.0,,,,,,1.0,,,4.0,1.0,6.0,9,2019
Bruno Méndez (ZAG),Corinthians,531,2,370.0,230.0,-35.0,5.0,,,1.0,,,,,,,,,1.0,,,2.0,,7.0,9,2019
Hudson (MEI),São Paulo,1140,9,368.0,260.0,11.0,17.0,1.0,1.0,,8.0,1.0,3.0,,,,,,1.0,,,14.0,1.0,14.0,9,2019
Marcos Júnior (MEI),Vasco,411,4,362.0,570.0,53.0,9.0,,,,8.0,2.0,2.0,,,,,,,,,5.0,,15.0,9,2019
Zé Rafael (MEI),Palmeiras,1048,4,360.0,680.0,99.0,5.0,,1.0,,16.0,2.0,3.0,,,,,,2.0,,,11.0,,6.0,9,2019
Fábio (GOL),Cruzeiro,968,8,359.0,-100.0,-197.0,,,,2.0,,,,,12.0,1.0,,,,,12.0,,,1.0,9,2019
Michael (ATA),Goiás,608,8,358.0,300.0,-25.0,8.0,1.0,,,6.0,6.0,8.0,1.0,,,,,,,,7.0,7.0,16.0,9,2019
Rafael Vaz (ZAG),Goiás,944,3,357.0,-700.0,-251.0,3.0,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,6.0,9,2019
Gregore (MEI),Bahia,1120,8,356.0,0.0,0.0,34.0,,,,4.0,3.0,,,,,,,3.0,,,28.0,,23.0,9,2019
Gegê (MEI),Avaí,323,5,354.0,-30.0,-108.0,10.0,,,,4.0,2.0,2.0,1.0,,,,,,,,9.0,,6.0,9,2019
Bruno Pacheco (LAT),Chapecoense,1220,8,353.0,0.0,0.0,17.0,,2.0,1.0,19.0,1.0,,,,,,1.0,2.0,,,14.0,,22.0,9,2019
Deyverson (ATA),Palmeiras,1057,4,347.0,840.0,89.0,5.0,1.0,,,10.0,6.0,1.0,,,,,,1.0,,,8.0,6.0,12.0,9,2019
Henrique (ZAG),Corinthians,690,5,346.0,-50.0,-93.0,,,,4.0,,,,,,,,,,,,3.0,,4.0,9,2019
Zeca (LAT),Internacional,675,7,345.0,300.0,19.0,17.0,,,2.0,2.0,,,,,,,,3.0,,,6.0,,11.0,9,2019
Pedro Rocha (ATA),Cruzeiro,1097,7,343.0,330.0,13.0,6.0,1.0,2.0,,10.0,1.0,3.0,,,,,,1.0,,,6.0,1.0,23.0,9,2019
Ney Franco (TEC),Chapecoense,880,9,340.0,389.0,56.0,,,,,,,,,,,,,,,,,,,9,2019
Andrey (MEI),Vasco,564,7,338.0,190.0,-58.0,11.0,1.0,,,3.0,3.0,2.0,,,,,,,,,7.0,,12.0,9,2019
Vanderlei Luxemburgo (TEC),Vasco,782,5,335.0,549.0,66.0,,,,,,,,,,,,,,,,,,,9,2019
Bruno Henrique (MEI),Palmeiras,1252,4,335.0,830.0,147.0,5.0,1.0,,,3.0,2.0,1.0,,,,,,,,,8.0,,8.0,9,2019
Edenílson (MEI),Internacional,879,8,335.0,260.0,33.0,7.0,2.0,1.0,,9.0,1.0,2.0,,,,,,1.0,,,7.0,,23.0,9,2019
Igor Fernandes (LAT),Avaí,359,6,333.0,200.0,-110.0,13.0,,,2.0,5.0,1.0,,,,,,,2.0,,,10.0,1.0,11.0,9,2019
Victor (GOL),Atlético-MG,656,9,332.0,-230.0,-102.0,,,,1.0,,,,,17.0,,,,1.0,,11.0,,,7.0,9,2019
Fábio Santos (LAT),Atlético-MG,1045,8,331.0,250.0,46.0,6.0,2.0,,1.0,9.0,1.0,,,,,,,1.0,,,7.0,,11.0,9,2019
Ricardinho (MEI),Ceará,589,8,327.0,420.0,51.0,9.0,1.0,1.0,,3.0,6.0,4.0,,,,,,1.0,,,8.0,,18.0,9,2019
Henrique (MEI),Cruzeiro,761,7,324.0,600.0,9.0,15.0,,,,6.0,5.0,1.0,,,,,,,,,10.0,,10.0,9,2019
Carlinhos (LAT),Fortaleza,682,8,324.0,1010.0,182.0,17.0,,1.0,,6.0,4.0,2.0,,,,,,2.0,,,10.0,,14.0,9,2019
Léo Pereira (ZAG),Athlético-PR,884,8,323.0,110.0,19.0,10.0,1.0,,2.0,4.0,2.0,3.0,,,,,,2.0,,,7.0,1.0,21.0,9,2019
Mano Menezes (TEC),Cruzeiro,907,9,322.0,81.0,-77.0,,,,,,,,,,,,,,,,,,,9,2019
Marinho (ATA),Santos,620,5,320.0,270.0,-49.0,6.0,,,,7.0,4.0,5.0,1.0,,,,,1.0,,,8.0,,9.0,9,2019
Yago Pikachu (MEI),Vasco,925,9,317.0,40.0,-69.0,7.0,1.0,,,18.0,4.0,2.0,,,,,,,,,2.0,,12.0,9,2019
Léo Cittadini (MEI),Athlético-PR,582,5,316.0,0.0,0.0,7.0,,,,8.0,5.0,3.0,,,,,,,,,9.0,,6.0,9,2019
Tiago Nunes (TEC),Athlético-PR,893,9,316.0,166.0,12.0,,,,,,,,,,,,,,,,,,,9,2019
Cuca (TEC),São Paulo,927,9,315.0,273.0,-5.0,,,,,,,,,,,,,,,,,,,9,2019
Fernando Miguel (GOL),Vasco,704,2,310.0,520.0,80.0,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,9,2019
Gustavo Henrique (ZAG),Santos,594,7,307.0,200.0,-32.0,8.0,,,4.0,3.0,,2.0,,,,,,4.0,,,8.0,,8.0,9,2019
Leonardo (LAT),Grêmio,636,8,307.0,520.0,30.0,6.0,,,4.0,1.0,3.0,4.0,,,,,,2.0,,,6.0,,17.0,9,2019
Tiepo (GOL),Chapecoense,1311,9,306.0,100.0,27.0,,,,1.0,2.0,,,,15.0,1.0,,,,,14.0,,,8.0,9,2019
João Lucas (LAT),Ceará,1013,6,303.0,410.0,-12.0,6.0,1.0,,1.0,4.0,1.0,1.0,,,,,,1.0,,,4.0,1.0,11.0,9,2019
Lucho González (MEI),Athlético-PR,575,4,300.0,150.0,-66.0,2.0,1.0,,,2.0,2.0,2.0,,,,,,,,,5.0,,5.0,9,2019
Nico López (ATA),Internacional,1529,8,299.0,610.0,116.0,11.0,,,,7.0,10.0,5.0,2.0,,,,,2.0,,,10.0,4.0,17.0,9,2019
Gatito Fernández (GOL),Botafogo,780,7,297.0,0.0,0.0,,,,3.0,2.0,,,,8.0,,,,3.0,,6.0,,,4.0,9,2019
Eduardo Barroca (TEC),Botafogo,759,9,295.0,153.0,-58.0,,,,,,,,,,,,,,,,,,,9,2019
Fernando (LAT),Botafogo,356,7,294.0,30.0,-67.0,6.0,,1.0,3.0,7.0,,2.0,,,,,,1.0,,,15.0,,16.0,9,2019
Bruno Alves (ZAG),São Paulo,651,9,283.0,100.0,-135.0,10.0,,,4.0,2.0,3.0,1.0,,,,,,1.0,,,17.0,,12.0,9,2019
Erik (ATA),Botafogo,955,8,283.0,-10.0,-66.0,5.0,1.0,1.0,,21.0,4.0,3.0,,,,,,2.0,,,10.0,2.0,17.0,9,2019
Leandro Carvalho (ATA),Ceará,1010,8,282.0,200.0,-2.0,6.0,1.0,,,12.0,9.0,1.0,,,,,,1.0,,,6.0,1.0,11.0,9,2019
Rogério Ceni (TEC),Fortaleza,714,9,279.0,346.0,46.0,,,,,,,,,,,,,,,,,,,9,2019
Marcelo Cabo (TEC),CSA,521,9,278.0,211.0,-12.0,,,,,,,,,,,,,,,,,,,9,2019
Sassá (ATA),Cruzeiro,737,5,278.0,920.0,157.0,,1.0,,,6.0,2.0,3.0,,,,,,,,,3.0,1.0,1.0,9,2019
Ganso (MEI),Fluminense,878,5,278.0,620.0,48.0,4.0,1.0,,,7.0,5.0,3.0,,,,,,2.0,,,6.0,,14.0,9,2019
Juninho (MEI),Fortaleza,604,7,277.0,540.0,50.0,9.0,,2.0,,5.0,4.0,2.0,,,,,,1.0,,,9.0,,19.0,9,2019
Soteldo (MEI),Santos,601,8,276.0,230.0,-31.0,9.0,1.0,,,6.0,5.0,7.0,1.0,,,,,3.0,,,7.0,4.0,21.0,9,2019
Geninho (TEC),Avaí,575,9,274.0,70.0,-66.0,,,,,,,,,,,,,,,,,,,9,2019
Caio Paulista (ATA),Avaí,287,5,274.0,120.0,-21.0,8.0,,,,8.0,3.0,3.0,,,,,,,,,10.0,,11.0,9,2019
Fernando Sobral (MEI),Ceará,564,9,272.0,220.0,-44.0,19.0,,,,10.0,5.0,2.0,,,,,,1.0,,,14.0,1.0,20.0,9,2019
Caio Henrique (MEI),Fluminense,611,9,260.0,520.0,26.0,17.0,,,,11.0,3.0,2.0,,,,,,,,,14.0,1.0,16.0,9,2019
Fernando Diniz (TEC),Fluminense,590,9,257.0,62.0,-50.0,,,,,,,,,,,,,,,,,,,9,2019
Léo (ZAG),Cruzeiro,661,8,251.0,-350.0,-194.0,12.0,,,2.0,3.0,,,,,,,,1.0,,,10.0,,8.0,9,2019
Clayson (ATA),Corinthians,963,7,250.0,0.0,-40.0,9.0,1.0,,,9.0,2.0,3.0,,,,,,1.0,,,15.0,,14.0,9,2019
Gerson (ZAG),CSA,540,9,248.0,450.0,65.0,9.0,,,3.0,1.0,1.0,,,,,,,1.0,,,5.0,,10.0,9,2019
Yago Felipe (MEI),Goiás,434,5,246.0,590.0,118.0,5.0,,1.0,,7.0,2.0,,1.0,,,,,2.0,,,9.0,,6.0,9,2019
Fabinho (MEI),Ceará,652,9,243.0,320.0,-1.0,19.0,,,,10.0,1.0,,,,,,,2.0,,,12.0,,8.0,9,2019
Pará (LAT),Flamengo,542,6,243.0,0.0,0.0,9.0,,,2.0,5.0,,,,,,,,3.0,,,6.0,,8.0,9,2019
Raul (MEI),Vasco,609,6,243.0,510.0,81.0,15.0,,,,6.0,1.0,1.0,,,,,,3.0,,,9.0,,8.0,9,2019
Lucas Fonseca (ZAG),Bahia,486,9,242.0,-60.0,-84.0,4.0,,,4.0,2.0,,1.0,,,,,,,,,2.0,,18.0,9,2019
Joel Carli (ZAG),Botafogo,710,8,240.0,210.0,32.0,11.0,,,3.0,7.0,1.0,1.0,,,,,,3.0,,,8.0,,26.0,9,2019
João Paulo (MEI),Botafogo,775,8,239.0,130.0,-28.0,10.0,1.0,,,10.0,3.0,4.0,,,,,,2.0,,,5.0,,32.0,9,2019
Didira (MEI),CSA,604,9,239.0,90.0,-21.0,16.0,,,,12.0,2.0,1.0,,,,,,1.0,,,9.0,,16.0,9,2019
Gum (ZAG),Chapecoense,704,9,235.0,350.0,84.0,5.0,1.0,,1.0,4.0,3.0,2.0,,,,,,,,,1.0,1.0,17.0,9,2019
Romarinho (ATA),Fortaleza,409,7,234.0,140.0,32.0,7.0,1.0,,,13.0,,,,,,,,1.0,,,5.0,1.0,12.0,9,2019
Getúlio (ATA),Avaí,602,8,233.0,-130.0,-149.0,8.0,,,,10.0,3.0,3.0,1.0,,,,,,,,8.0,3.0,6.0,9,2019
Gabriel Dias (MEI),Fortaleza,404,8,226.0,70.0,10.0,14.0,,,,10.0,3.0,,,,,,,1.0,,,10.0,,11.0,9,2019
Danilo Barcelos (LAT),Vasco,626,7,224.0,1340.0,251.0,8.0,1.0,,1.0,5.0,2.0,2.0,1.0,,,,1.0,,,,17.0,1.0,16.0,9,2019
Felipe Alves (GOL),Fortaleza,708,8,223.0,70.0,-13.0,,,,,,,,,15.0,,,,1.0,,11.0,1.0,,9.0,9,2019
Douglas (MEI),Bahia,549,7,221.0,110.0,29.0,13.0,,,,6.0,4.0,3.0,,,,,,1.0,,,17.0,,11.0,9,2019
Dodô (LAT),Cruzeiro,513,5,220.0,-80.0,-133.0,5.0,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,11.0,,15.0,9,2019
Igor Rabello (ZAG),Atlético-MG,892,8,218.0,210.0,32.0,11.0,,,1.0,4.0,3.0,,,,,,,,,,7.0,1.0,15.0,9,2019
Tiago Reis (ATA),Vasco,391,4,217.0,-180.0,-159.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,7.0,1.0,2.0,9,2019
Gustavo Campanharo (MEI),Chapecoense,379,7,216.0,180.0,12.0,10.0,,,,6.0,3.0,1.0,,,,,,,,,7.0,,10.0,9,2019
Maicon (MEI),Grêmio,835,4,215.0,0.0,0.0,7.0,,1.0,,2.0,2.0,1.0,,,,,,2.0,,,5.0,,14.0,9,2019
D'Alessandro (MEI),Internacional,808,6,208.0,820.0,139.0,1.0,1.0,1.0,,5.0,4.0,4.0,,,,,,,1.0,,,2.0,25.0,9,2019
Michel (MEI),Grêmio,527,7,207.0,570.0,43.0,21.0,,,,,1.0,2.0,,,,2.0,,1.0,,,11.0,,9.0,9,2019
Felipe (MEI),Fortaleza,583,6,207.0,340.0,58.0,16.0,,,,7.0,,2.0,,,,,,2.0,,,9.0,,30.0,9,2019
Aguilar (ZAG),Santos,471,7,207.0,440.0,78.0,6.0,,,3.0,,,,,,,,,1.0,,,12.0,,5.0,9,2019
Renan Lodi (LAT),Athlético-PR,757,3,207.0,0.0,0.0,2.0,,,1.0,5.0,,4.0,,,,,,1.0,,,8.0,2.0,7.0,9,2019
Giovanni Augusto (MEI),Goiás,467,7,206.0,620.0,43.0,10.0,,1.0,,8.0,5.0,4.0,,,,,1.0,,,,10.0,,28.0,9,2019
Tiago Alves (ZAG),Ceará,600,4,205.0,0.0,0.0,4.0,,,1.0,1.0,1.0,,,,,,,,,,3.0,1.0,7.0,9,2019
Santos (GOL),Athlético-PR,525,8,195.0,-130.0,-95.0,,,,2.0,1.0,,,,10.0,,,,1.0,,10.0,1.0,,8.0,9,2019
Ramiro (MEI),Corinthians,1095,7,195.0,180.0,-68.0,8.0,,1.0,,7.0,2.0,1.0,,,,,,1.0,,,10.0,,9.0,9,2019
Igor Vinícius (LAT),São Paulo,640,6,195.0,-60.0,-10.0,8.0,,1.0,2.0,4.0,2.0,,,,,,2.0,1.0,,,9.0,,8.0,9,2019
Betão (ZAG),Avaí,314,8,192.0,0.0,-38.0,11.0,,,2.0,9.0,,,,,,,,4.0,,,7.0,,14.0,9,2019
Júnior Urso (MEI),Corinthians,670,5,192.0,170.0,-29.0,5.0,,,,7.0,3.0,4.0,,,,,,2.0,,,5.0,,7.0,9,2019
Pedro Castro (MEI),Avaí,350,9,186.0,-90.0,-42.0,12.0,,,,13.0,4.0,2.0,,,,,,,,,14.0,,21.0,9,2019
Rossi (ATA),Vasco,506,8,183.0,350.0,43.0,5.0,,1.0,,11.0,7.0,5.0,,,,,,2.0,,,9.0,1.0,20.0,9,2019
Diego Pituca (MEI),Santos,361,8,181.0,420.0,63.0,10.0,1.0,,,9.0,5.0,2.0,1.0,,,,,3.0,,,19.0,,23.0,9,2019
Geovane (MEI),Goiás,430,8,180.0,240.0,41.0,15.0,,,,5.0,7.0,1.0,,,,,,1.0,,,17.0,,23.0,9,2019
Valdo (ZAG),Ceará,270,5,176.0,-30.0,-119.0,4.0,,,1.0,2.0,,1.0,,,,,,,,,4.0,,8.0,9,2019
Diego Souza (ATA),Botafogo,458,8,175.0,-80.0,-167.0,1.0,1.0,1.0,,10.0,5.0,2.0,1.0,,,,,1.0,,,11.0,4.0,18.0,9,2019
Daniel (MEI),Fluminense,407,7,170.0,-90.0,-43.0,5.0,,1.0,,10.0,3.0,3.0,,,,,,1.0,,,6.0,,22.0,9,2019
Diego Tardelli (ATA),Grêmio,823,6,165.0,100.0,12.0,4.0,,,,6.0,1.0,6.0,,,,,,,,,2.0,2.0,17.0,9,2019
Gilson (LAT),Botafogo,447,6,160.0,-50.0,-32.0,4.0,,,2.0,6.0,1.0,,,,,,,2.0,,,7.0,,9.0,9,2019
Nino (ZAG),Fluminense,222,8,160.0,30.0,-19.0,9.0,1.0,,,6.0,1.0,1.0,,,,,,3.0,,,10.0,,9.0,9,2019
Brenner (ATA),Avaí,452,3,157.0,0.0,0.0,1.0,1.0,,,8.0,1.0,1.0,1.0,,,,,3.0,,,9.0,3.0,6.0,9,2019
Igor Julião (LAT),Fluminense,238,5,156.0,-410.0,-163.0,5.0,,,1.0,5.0,1.0,,,,,,,1.0,,,9.0,,5.0,9,2019
Elton (MEI),Bahia,511,8,154.0,360.0,53.0,15.0,,,,,3.0,,,,,,,,,,18.0,,12.0,9,2019
Arthur Gomes (ATA),Chapecoense,355,6,153.0,160.0,-16.0,3.0,,,,8.0,2.0,,1.0,,,,,,,,2.0,1.0,8.0,9,2019
Elicarlos (MEI),Chapecoense,519,6,152.0,270.0,72.0,7.0,,,,4.0,5.0,2.0,,,,,,1.0,,,9.0,,11.0,9,2019
Luciano Castán (ZAG),CSA,456,8,150.0,0.0,0.0,7.0,,,3.0,,,,,,,,,3.0,,,6.0,,15.0,9,2019
Victor Paraíba (ATA),CSA,220,6,150.0,410.0,80.0,4.0,,,,5.0,2.0,1.0,,,,,,,,,1.0,,6.0,9,2019
Naldo (MEI),CSA,323,7,143.0,0.0,0.0,13.0,,,,4.0,4.0,2.0,,,,,,3.0,,,14.0,1.0,12.0,9,2019
Bergson (ATA),Ceará,448,8,140.0,0.0,-27.0,4.0,,,,9.0,8.0,5.0,,,,,,1.0,,,10.0,4.0,9.0,9,2019
Thuler (ZAG),Flamengo,347,4,140.0,750.0,148.0,2.0,,,1.0,3.0,,,,,,,,1.0,,,2.0,,3.0,9,2019
Lucas Lima (MEI),Palmeiras,508,4,130.0,140.0,-21.0,3.0,,1.0,,3.0,1.0,1.0,,,,,,1.0,,,8.0,,6.0,9,2019
Tchê Tchê (MEI),São Paulo,374,8,127.0,0.0,0.0,5.0,1.0,,,9.0,3.0,4.0,,,,,,3.0,,,10.0,,20.0,9,2019
Yago (ZAG),Goiás,297,8,125.0,-60.0,-18.0,4.0,,,2.0,2.0,,,,,,,,1.0,,,4.0,,10.0,9,2019
Luan Pereira (MEI),Avaí,260,6,123.0,0.0,0.0,5.0,,1.0,,6.0,2.0,1.0,,,,,,3.0,,,5.0,,8.0,9,2019
Toró (ATA),São Paulo,408,8,120.0,-110.0,16.0,5.0,1.0,,,12.0,5.0,2.0,,,,,1.0,1.0,,,13.0,,16.0,9,2019
Agenor (GOL),Fluminense,270,4,117.0,400.0,-35.0,,,,1.0,2.0,,,,4.0,,,1.0,,,4.0,,,1.0,9,2019
Luiz Fernando (MEI),Botafogo,364,7,108.0,20.0,-63.0,3.0,,,,11.0,1.0,1.0,,,,,,,,,4.0,,8.0,9,2019
Daniel Guedes (LAT),Goiás,378,7,100.0,30.0,1.0,8.0,,,1.0,5.0,1.0,1.0,,,,,,1.0,,,11.0,2.0,20.0,9,2019
Quintero (ZAG),Fortaleza,273,9,92.0,240.0,36.0,7.0,,,,5.0,,1.0,,,,,,,,,4.0,,13.0,9,2019
Vagner Love (ATA),Corinthians,372,7,91.0,-10.0,-55.0,2.0,1.0,,,11.0,2.0,2.0,,,,,,2.0,,,10.0,3.0,12.0,9,2019
Cassiano (ATA),CSA,312,8,89.0,-80.0,-38.0,3.0,,,,11.0,4.0,3.0,,,,,,,,,11.0,3.0,9.0,9,2019
Paulo André (ZAG),Athlético-PR,389,5,88.0,150.0,-2.0,3.0,,,1.0,,1.0,,,,,,,1.0,,,6.0,,3.0,9,2019
