Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano,DS,PI
Gustavo Henrique (ZAG),Santos,4.65,1,-1.3,-1.3,-3.35,,,,,,,,,,,,,,,,2.0,,1.0,1,2019,,
Betão (ZAG),Avaí,3.12,1,-1.5,-1.5,-2.88,1.0,,,,2.0,,,,,,,,1.0,,,1.0,,5.0,1,2019,,
Raúl Cáceres (LAT),Vasco,3.12,1,-1.5,-1.5,-2.88,,,,,,,,,,,,,,,,3.0,,,1,2019,,
Gatito Fernández (GOL),Botafogo,8.6,1,-1.6,-1.6,-5.4,,,,,,,,,1.0,,,,,,2.0,,,2.0,1,2019,,
Maxi López (ATA),Vasco,4.44,1,-1.6,-1.6,-3.56,,,,,1.0,,,,,,,,,,,2.0,1.0,2.0,1,2019,,
Rodrigo Pimpão (ATA),Botafogo,2.36,1,-1.6,-1.6,-2.64,,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,1,2019,,
Boselli (ATA),Corinthians,5.0,1,-1.8,-1.8,-4.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,1,2019,,
Carlinhos (LAT),Fortaleza,3.61,1,-1.8,-1.8,-3.39,1.0,,,,1.0,,,,,,,,1.0,,,3.0,,1.0,1,2019,,
Victor (GOL),Atlético-MG,6.24,1,-2.0,-2.0,-4.76,,,,,,,,,,,,,,,1.0,,,,1,2019,,
Guga (LAT),Atlético-MG,2.78,1,-2.0,-2.0,-3.22,,,,,,,,,,,,,,,,1.0,,5.0,1,2019,,
Rodolfo (GOL),Fluminense,4.16,1,-2.0,-2.0,-3.84,,,,,,,,,,,,,,,1.0,,,,1,2019,,
César (GOL),Flamengo,2.78,1,-2.0,-2.0,-3.22,,,,,,,,,,,,,,,1.0,,,,1,2019,,
Dodô (LAT),Cruzeiro,6.11,1,-2.2,-2.2,-4.89,,,,,,,,,,,,,,,,2.0,,4.0,1,2019,,
Tinga (LAT),Fortaleza,0.69,1,-2.3,-2.3,-2.31,,,,,1.0,,,,,,,,,,,2.0,,6.0,1,2019,,
Diego Pituca (MEI),Santos,3.26,1,-2.3,-2.3,-3.74,1.0,,,,2.0,,,,,,,,1.0,,,2.0,,6.0,1,2019,,
Lucas Romero (MEI),Cruzeiro,1.8,1,-2.4,-2.4,-3.2,1.0,,,,,,,,,,,,1.0,,,2.0,,3.0,1,2019,,
Léo Duarte (ZAG),Flamengo,3.82,1,-2.5,-2.5,-4.18,1.0,,,,1.0,,,,,,,,1.0,,,5.0,,,1,2019,,
Thiago Heleno (ZAG),Athlético-PR,3.75,1,-2.6,-2.6,-4.25,,,,,1.0,,,,,,,,1.0,,,1.0,,2.0,1,2019,,
Everaldo (ATA),Fluminense,2.91,1,-2.8,-2.8,-4.09,,,,,1.0,,,,,,,,1.0,,,2.0,,1.0,1,2019,,
Fábio (GOL),Cruzeiro,7.63,1,-3.0,-3.0,-6.37,,,,,,,,,1.0,,,,,,3.0,,,,1,2019,,
Vladimir (GOL),Avaí,0.69,1,-4.0,-4.0,-2.31,,,,,,,,,,,,,,,2.0,,,,1,2019,,
Werley (ZAG),Vasco,0.69,1,-4.4,-4.4,-4.31,,,,,,,1.0,,,,1.0,,,,,,,2.0,1,2019,,
Cássio (GOL),Corinthians,5.2,1,-4.5,-4.5,-6.8,,,,,1.0,,,,1.0,,,,1.0,,3.0,,,,1,2019,,
Luciano (ATA),Fluminense,3.26,1,-5.3,-5.3,-6.74,1.0,,,,2.0,1.0,,,,,,,1.0,1.0,,3.0,1.0,2.0,1,2019,,
Paolo Guerrero (ATA),Internacional,14.61,1,12.0,12.0,1.61,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,2,2019,,
Cícero (MEI),Botafogo,14.2,2,10.5,19.4,6.85,2.0,1.0,1.0,,9.0,1.0,1.0,,,,,,,,,,,5.0,2,2019,,
Tiepo (GOL),Chapecoense,16.19,2,10.5,4.0,3.01,,,,1.0,,,,,6.0,,,,,,1.0,,,,2,2019,,
Geuvânio (ATA),Atlético-MG,15.39,2,9.45,5.8,2.83,7.0,,1.0,,8.0,2.0,1.0,,,,,,,,,5.0,,3.0,2,2019,,
Fábio (GOL),Cruzeiro,13.77,2,9.0,21.0,6.14,,,,1.0,,,,,4.0,1.0,,,,,3.0,,,,2,2019,,
Ricardo Bueno (ATA),Ceará,17.84,2,8.9,-4.9,-0.68,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,5.0,2.0,3.0,2,2019,,
Antony (ATA),São Paulo,13.12,2,8.8,10.7,4.17,2.0,,2.0,,6.0,2.0,1.0,,,,,,,,,,,4.0,2,2019,,
Everaldo (ATA),Chapecoense,15.04,2,8.55,2.8,1.65,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,7.0,,3.0,2,2019,,
Elias (MEI),Atlético-MG,13.83,2,8.55,13.2,4.19,4.0,1.0,,,3.0,1.0,,1.0,,,,,,,,2.0,,4.0,2,2019,,
Bruno Pacheco (LAT),Chapecoense,14.68,2,8.5,5.0,2.19,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,2,2019,,
Vanderlei (GOL),Santos,21.26,2,8.2,0.7,-1.43,,,,,,,,,7.0,,,,,,2.0,,,2.0,2,2019,,
Romulo (MEI),Grêmio,6.45,1,8.2,8.2,2.45,3.0,1.0,,,,,,,,,,,1.0,,,4.0,,1.0,2,2019,,
Arthur Caíke (ATA),Bahia,13.18,2,7.8,8.9,2.98,,2.0,,,,2.0,1.0,,,,,,,,,3.0,1.0,4.0,2,2019,,
Moisés (LAT),Bahia,13.63,2,7.7,7.2,2.39,7.0,,1.0,,,1.0,1.0,,,,,,,,,3.0,,2.0,2,2019,,
Erik (ATA),Botafogo,12.1,2,7.45,14.6,4.26,1.0,1.0,1.0,,7.0,,,,,,,,,,,2.0,,7.0,2,2019,,
Ramiro (MEI),Corinthians,15.5,2,7.3,0.2,-0.04,6.0,,1.0,,2.0,1.0,1.0,,,,,,,,,3.0,,3.0,2,2019,,
Ricardo Oliveira (ATA),Atlético-MG,18.04,2,7.05,1.8,-0.9,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,4.0,2,2019,,
Matheus Savio (MEI),CSA,8.94,2,7.0,13.0,4.78,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,4.0,2,2019,,
Hudson (MEI),São Paulo,12.3,2,6.95,6.2,2.1,4.0,1.0,,,2.0,,1.0,,,,,,,,,4.0,,1.0,2,2019,,
João Paulo (MEI),Botafogo,10.08,2,6.65,12.5,3.97,4.0,1.0,,,4.0,,2.0,,,,,,1.0,,,2.0,,7.0,2,2019,,
Wellington Paulista (ATA),Fortaleza,11.6,2,6.6,8.0,2.44,2.0,1.0,,,4.0,1.0,1.0,,,,,,,,,3.0,,1.0,2,2019,,
Carlos Augusto (LAT),Corinthians,7.04,2,6.45,14.5,5.37,2.0,1.0,,1.0,,1.0,,,,,,,1.0,,,2.0,,3.0,2,2019,,
Jorge (LAT),Santos,10.01,1,6.4,6.4,0.01,1.0,,,,3.0,2.0,3.0,,,,,,,,,2.0,1.0,1.0,2,2019,,
Samuel Xavier (LAT),Ceará,12.82,2,6.4,3.7,0.96,2.0,,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,1.0,5.0,2,2019,,
Márcio Araújo (MEI),Chapecoense,8.23,2,6.3,10.5,4.0,7.0,,,,2.0,2.0,1.0,,,,,,,,,1.0,,4.0,2,2019,,
Jefferson (LAT),Goiás,9.22,2,6.25,4.7,2.42,4.0,,,1.0,2.0,2.0,,,,,,,,,,1.0,,2.0,2,2019,,
Edinho (MEI),Fortaleza,9.17,2,6.1,9.8,3.34,1.0,1.0,,,5.0,3.0,1.0,,,,,,1.0,,,1.0,,3.0,2,2019,,
Luiz Otávio (ZAG),Ceará,12.12,2,6.05,2.7,0.74,2.0,,1.0,1.0,2.0,,,,,,,,,,,2.0,,3.0,2,2019,,
Ernando (ZAG),Bahia,9.14,2,6.0,8.0,2.9,3.0,1.0,,,,,,,,,,,,,,1.0,,,2,2019,,
Léo (ZAG),Cruzeiro,8.39,1,6.0,6.0,0.39,,,,1.0,2.0,,,,,,,,,,,,,,2,2019,,
Diogo Silva (GOL),Ceará,9.44,2,5.85,3.7,1.81,,,,1.0,,,,,3.0,,,,,,1.0,,,1.0,2,2019,,
Toró (ATA),São Paulo,6.44,2,5.85,10.7,4.36,2.0,1.0,,,3.0,1.0,,,,,,,,,,2.0,,2.0,2,2019,,
Nico López (ATA),Internacional,18.43,1,5.8,5.8,-3.57,1.0,,,,,3.0,1.0,1.0,,,,,1.0,,,,,1.0,2,2019,,
Leandro Carvalho (ATA),Ceará,12.04,2,5.75,3.0,0.59,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,6.0,2,2019,,
Chará (ATA),Atlético-MG,10.75,2,5.7,7.8,2.01,3.0,1.0,,,2.0,3.0,,,,,,,,,,3.0,,10.0,2,2019,,
Dedé (ZAG),Cruzeiro,14.95,2,5.5,10.6,0.8,5.0,,,1.0,1.0,,,,,,,,,,,1.0,,5.0,2,2019,,
Gregore (MEI),Bahia,12.26,2,5.3,3.2,0.19,10.0,,,,1.0,,,,,,,,,,,8.0,,3.0,2,2019,,
Tadeu (GOL),Goiás,11.36,2,5.3,-1.3,-0.37,,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,,,3.0,2,2019,,
Ramires (MEI),Bahia,13.54,2,5.25,0.8,-0.82,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,2,2019,,
Enderson Moreira (TEC),Ceará,10.7,2,5.23,1.65,0.43,,,,,,,,,,,,,,,,,,,2,2019,,
Leandro Barcia (ATA),Goiás,6.95,2,5.0,8.3,3.0,1.0,1.0,,,5.0,3.0,,,,,,,1.0,,,3.0,,3.0,2,2019,,
Alexandre Pato (ATA),São Paulo,8.13,2,4.95,10.4,2.93,2.0,1.0,,,2.0,2.0,,,,,,,,,,3.0,2.0,4.0,2,2019,,
Marquinhos Silva (ZAG),Avaí,8.3,2,4.95,5.7,1.92,7.0,,,,3.0,3.0,,,,,,,1.0,,,2.0,,5.0,2,2019,,
Rodrigo Santana (TEC),Atlético-MG,9.64,2,4.74,5.25,1.16,,,,,,,,,,,,,,,,,,,2,2019,,
Roger Machado (TEC),Bahia,9.18,2,4.71,3.61,0.98,,,,,,,,,,,,,,,,,,,2,2019,,
Getúlio (ATA),Avaí,7.59,2,4.7,6.6,2.18,3.0,,,,2.0,1.0,2.0,1.0,,,,,,,,3.0,1.0,1.0,2,2019,,
Víctor Cuesta (ZAG),Internacional,12.89,1,4.7,4.7,-2.11,3.0,,,,1.0,,,,,,,,,,,,,1.0,2,2019,,
Brizuela (ATA),Avaí,7.98,2,4.7,2.7,1.25,2.0,1.0,,,1.0,,,,,,,,,,,2.0,1.0,2.0,2,2019,,
Patrick (MEI),Internacional,8.55,1,4.7,4.7,-0.45,3.0,,,,1.0,,,,,,,,,,,,,1.0,2,2019,,
Ney Franco (TEC),Chapecoense,7.81,2,4.64,2.89,1.3,,,,,,,,,,,,,,,,,,,2,2019,,
Carlos Sánchez (MEI),Santos,12.42,2,4.6,9.5,0.83,2.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,,7.0,2,2019,,
David Duarte (ZAG),Goiás,8.83,2,4.6,2.7,0.85,3.0,,,1.0,,,,,,,,,,,,,,1.0,2,2019,,
Artur (ATA),Bahia,8.74,2,4.5,1.1,0.48,2.0,1.0,,,2.0,,1.0,,,,,,,,,2.0,1.0,9.0,2,2019,,
Eduardo (LAT),Chapecoense,9.85,2,4.5,0.8,0.0,3.0,,,1.0,2.0,,,,,,,,,,,,,5.0,2,2019,,
Jorge Sampaoli (TEC),Santos,9.98,2,4.49,4.61,0.7,,,,,,,,,,,,,,,,,,,2,2019,,
Pedro Henrique (ZAG),Corinthians,8.33,2,4.4,4.6,1.25,2.0,,,1.0,3.0,1.0,,,,,,,,,,,,5.0,2,2019,,
Reinaldo (LAT),São Paulo,11.65,2,4.3,1.9,-0.63,5.0,,,1.0,1.0,,,,,,,,1.0,,,3.0,,3.0,2,2019,,
Fábio Carille (TEC),Corinthians,10.24,2,4.29,4.4,0.4,,,,,,,,,,,,,,,,,,,2,2019,,
Claudio Winck (LAT),Vasco,4.72,1,4.2,4.2,0.72,3.0,,,,,1.0,,,,,,,,,,1.0,,2.0,2,2019,,
Robinho (MEI),Cruzeiro,8.33,1,4.2,4.2,-0.67,2.0,,,,3.0,1.0,1.0,,,,,,,,,1.0,,6.0,2,2019,,
Cuca (TEC),São Paulo,9.33,2,4.14,3.46,0.44,,,,,,,,,,,,,,,,,,,2,2019,,
Abel Braga (TEC),Flamengo,10.48,2,4.12,2.98,-0.11,,,,,,,,,,,,,,,,,,,2,2019,,
Raul (MEI),Vasco,5.62,1,4.1,0.0,0.0,4.0,,,,2.0,,1.0,,,,,,1.0,,,3.0,,2.0,2,2019,,
Fábio Santos (LAT),Atlético-MG,11.44,2,4.1,-1.2,-1.33,1.0,1.0,,,3.0,,,,,,,,,,,2.0,,6.0,2,2019,,
Bruno Silva (MEI),Fluminense,7.99,2,4.05,5.4,1.26,4.0,,,,7.0,1.0,,,,,,,,,,2.0,,4.0,2,2019,,
Odair Hellmann (TEC),Internacional,8.35,2,3.91,5.16,0.96,,,,,,,,,,,,,,,,,,,2,2019,,
Felipe Alves (GOL),Fortaleza,7.35,2,3.85,0.7,0.41,,,,,,,,,6.0,,,,,,5.0,,,1.0,2,2019,,
Tiago Nunes (TEC),Athlético-PR,8.66,2,3.74,2.14,0.1,,,,,,,,,,,,,,,,,,,2,2019,,
Gustavo Bochecha (MEI),Botafogo,7.94,2,3.7,-0.2,-0.11,6.0,,,,4.0,,,,,,,,,,,3.0,,7.0,2,2019,,
Mano Menezes (TEC),Cruzeiro,9.42,2,3.66,6.71,0.67,,,,,,,,,,,,,,,,,,,2,2019,,
Alan Ruschel (LAT),Chapecoense,7.68,2,3.65,1.7,0.33,1.0,,,1.0,7.0,,1.0,,,,,,,,,6.0,,3.0,2,2019,,
Lucas Mineiro (MEI),Vasco,6.46,2,3.6,6.3,1.67,6.0,,,,,2.0,,,,,,,,,,5.0,,3.0,2,2019,,
Edenílson (MEI),Internacional,9.52,1,3.6,3.6,-1.48,,,1.0,,,,,,,,,,,,,1.0,,3.0,2,2019,,
Marcos Valadares (TEC),Vasco,7.82,2,3.5,3.46,0.51,,,,,,,,,,,,,,,,,,,2,2019,,
Tiago Alves (ZAG),Ceará,6.86,2,3.45,1.7,0.48,2.0,,,1.0,1.0,,,,,,,,,,,2.0,,2.0,2,2019,,
Guga (LAT),Atlético-MG,5.25,2,3.4,8.8,2.47,4.0,,1.0,,,,,,,,,,,,,2.0,1.0,9.0,2,2019,,
Claudinei Oliveira (TEC),Goiás,7.22,2,3.32,1.52,0.2,,,,,,,,,,,,,,,,,,,2,2019,,
Matheus Barbosa (MEI),Avaí,4.51,2,3.3,4.8,1.87,5.0,,,,,1.0,,,,,,,,,,1.0,,4.0,2,2019,,
Igor Rabello (ZAG),Atlético-MG,10.07,1,3.2,3.2,-1.93,2.0,,,,,1.0,,,,,,,,,,,,2.0,2,2019,,
Rogério Ceni (TEC),Fortaleza,6.39,2,3.13,4.41,0.94,,,,,,,,,,,,,,,,,,,2,2019,,
Elton (MEI),Bahia,5.98,2,3.05,5.2,1.19,7.0,,,,,1.0,,,,,,,,,,8.0,,4.0,2,2019,,
Maxi López (ATA),Vasco,6.09,2,3.05,7.7,1.65,1.0,1.0,,,1.0,,,,,,,,,,,5.0,1.0,3.0,2,2019,,
Ricardo (ZAG),Vasco,6.16,2,3.05,0.5,0.19,5.0,,,,1.0,1.0,,,,,,,,,,3.0,,4.0,2,2019,,
Madson (MEI),CSA,7.41,2,3.05,2.6,0.13,2.0,,,,6.0,3.0,,,,,,,,,,1.0,,6.0,2,2019,,
Renato Gaúcho (TEC),Grêmio,10.27,2,3.03,1.53,-1.2,,,,,,,,,,,,,,,,,,,2,2019,,
Rodolfo (GOL),Fluminense,5.9,2,3.0,8.0,1.74,,,,,,,,,4.0,,,,,,3.0,,,,2,2019,,
Tharlis (MEI),Chapecoense,3.43,1,2.9,2.9,0.43,3.0,,,,,,,,,,,,,,,2.0,,2.0,2,2019,,
Rodrigo Lindoso (MEI),Internacional,6.87,1,2.9,0.0,0.0,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,2,2019,,
Luciano Castán (ZAG),CSA,5.26,2,2.8,4.7,1.17,5.0,,,,,,,,,,,,,,,2.0,,3.0,2,2019,,
Everton (MEI),São Paulo,9.62,2,2.75,0.7,-1.34,,1.0,,,3.0,,,,,,,,,,,4.0,1.0,5.0,2,2019,,
Zeca (LAT),Internacional,5.51,1,2.7,2.7,-0.49,4.0,,,,,,,,,,,,1.0,,,2.0,,1.0,2,2019,,
Thiago Carleto (LAT),Ceará,8.25,2,2.65,-0.1,-1.05,1.0,,,1.0,1.0,1.0,,,,,,,,,,2.0,,5.0,2,2019,,
Fabinho (MEI),Ceará,6.11,2,2.55,1.2,-0.06,5.0,,,,,,,,,,,,,,,3.0,,3.0,2,2019,,
Eduardo Barroca (TEC),Botafogo,6.68,2,2.52,3.7,0.2,,,,,,,,,,,,,,,,,,,2,2019,,
Régis (MEI),Chapecoense,4.25,2,2.5,2.0,0.78,3.0,,,,,3.0,,,,,,,,,,2.0,,3.0,2,2019,,
Joel Carli (ZAG),Botafogo,7.06,2,2.35,3.3,-0.16,6.0,,,,,,,,,,,,1.0,,,1.0,,6.0,2,2019,,
Osvaldo (ATA),Fortaleza,5.3,2,2.35,5.4,0.93,1.0,,1.0,,1.0,,2.0,,,,,,1.0,,,3.0,,4.0,2,2019,,
Yan Sasse (MEI),Vasco,4.33,2,2.3,3.7,0.93,1.0,,,,2.0,4.0,1.0,,,,,,,,,1.0,,6.0,2,2019,,
Geninho (TEC),Avaí,4.66,2,2.22,2.39,0.47,,,,,,,,,,,,,,,,,,,2,2019,,
Nino Paraíba (LAT),Bahia,11.7,2,2.2,2.3,-2.25,2.0,,1.0,,2.0,,,,,,,,1.0,,,1.0,,7.0,2,2019,,
Auremir (MEI),Ceará,4.43,2,2.1,-0.3,-0.08,5.0,,,,2.0,,,,,,,,,,,5.0,,6.0,2,2019,,
Júnior Santos (ATA),Fortaleza,5.12,2,2.1,4.8,0.68,2.0,,,,,,3.0,,,,,,,,,2.0,1.0,3.0,2,2019,,
Matheus Henrique (MEI),Grêmio,5.09,2,2.1,2.1,0.16,4.0,,,,5.0,1.0,,,,,,,1.0,,,2.0,,7.0,2,2019,,
Paulo Roberto (MEI),Fortaleza,5.19,2,2.1,3.2,0.33,2.0,,,,6.0,1.0,,,,,,,,,,4.0,,2.0,2,2019,,
Roger Carvalho (ZAG),Fortaleza,5.25,2,2.05,0.0,-0.37,3.0,,,,1.0,,,,,,,,,,,,,3.0,2,2019,,
Rodriguinho (MEI),Cruzeiro,4.86,1,2.0,0.0,0.0,1.0,,,,2.0,,,,,,,,,,,,1.0,,2,2019,,
Bergson (ATA),Ceará,5.32,2,2.0,2.4,0.05,,,,,,,4.0,,,,,,,,,1.0,,1.0,2,2019,,
Danilo Barcelos (LAT),Vasco,6.24,1,2.0,0.0,0.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2,2019,,
Didira (MEI),CSA,5.43,2,2.0,2.1,-0.05,2.0,,,,5.0,,,,,,,,,,,,,5.0,2,2019,,
João Paulo (MEI),Avaí,4.77,2,1.95,2.3,0.19,3.0,,,,5.0,,,,,,,,,,,2.0,,7.0,2,2019,,
Marcelo Cabo (TEC),CSA,3.04,2,1.9,2.74,0.91,,,,,,,,,,,,,,,,,,,2,2019,,
Jean Mota (MEI),Santos,9.03,2,1.9,0.0,-1.93,3.0,,,,1.0,,1.0,,,,,,,,,3.0,,3.0,2,2019,,
Giovanni Augusto (MEI),Goiás,4.8,2,1.9,3.4,0.36,4.0,,,,2.0,,,,,,,,,,,1.0,,9.0,2,2019,,
Léo Sena (MEI),Goiás,3.8,2,1.9,2.0,0.47,5.0,,,,5.0,,,,,,,,1.0,,,3.0,,9.0,2,2019,,
Bruno Ramires (MEI),CSA,4.18,2,1.85,0.7,0.02,3.0,,,,1.0,1.0,,,,,,,,,,3.0,,2.0,2,2019,,
Bruno Alves (ZAG),São Paulo,6.0,2,1.8,1.0,-0.66,1.0,,,1.0,1.0,1.0,,,,,,,,,,6.0,,4.0,2,2019,,
Cassiano (ATA),CSA,4.22,2,1.8,3.2,0.47,1.0,,,,5.0,,1.0,,,,,,,,,1.0,1.0,2.0,2,2019,,
Victor Ferraz (LAT),Santos,6.61,2,1.8,2.1,-0.67,4.0,,,,1.0,,,,,,,,,,,1.0,,8.0,2,2019,,
Alex Silva (LAT),Avaí,4.35,1,1.7,1.7,-0.65,1.0,,,,3.0,1.0,1.0,,,,,,1.0,,,2.0,,1.0,2,2019,,
Yago Pikachu (MEI),Vasco,9.22,2,1.7,1.4,-1.88,1.0,,,,4.0,1.0,,,,,,,,,,,,3.0,2,2019,,
Geovane (MEI),Goiás,3.59,2,1.7,0.3,0.05,6.0,,,,,,,,,,,,,,,4.0,,12.0,2,2019,,
Gum (ZAG),Chapecoense,5.76,2,1.6,-0.6,-1.04,,,,1.0,,1.0,,,,,,,,,,,1.0,7.0,2,2019,,
Réver (ZAG),Atlético-MG,12.23,1,1.5,1.5,-3.77,1.0,,,,,,,,,,,,,,,,,,2,2019,,
Gabriel (ZAG),Botafogo,5.14,2,1.5,2.1,-0.34,3.0,,,,,,,,,,,,,,,,,5.0,2,2019,,
Henrique (MEI),Cruzeiro,7.98,1,1.5,0.0,0.0,1.0,,,,2.0,,,,,,,,,,,2.0,,,2,2019,,
Marcelo Lomba (GOL),Internacional,7.54,2,1.5,1.0,-1.48,,,,,,,,,3.0,,,,,,3.0,,,,2,2019,,
César (GOL),Flamengo,3.6,2,1.5,5.0,0.82,,,,,,,,,3.0,,,,,,3.0,,,,2,2019,,
Carlinhos (LAT),Fortaleza,4.17,2,1.5,4.8,0.56,3.0,,,,2.0,3.0,,,,,,,1.0,,,4.0,,3.0,2,2019,,
Rodrigo Moledo (ZAG),Internacional,3.77,2,1.45,2.9,0.3,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,2,2019,,
José Welison (MEI),Atlético-MG,3.77,2,1.45,2.9,0.3,2.0,,,,1.0,,,,,,,,,,,,,2.0,2,2019,,
Fred (ATA),Cruzeiro,7.16,2,1.4,0.2,-1.58,,,1.0,,4.0,1.0,,,,,,,1.0,,,3.0,,5.0,2,2019,,
Fernando Diniz (TEC),Fluminense,4.5,2,1.26,2.83,-0.15,,,,,,,,,,,,,,,,,,,2,2019,,
Tomás Andrade (MEI),Athlético-PR,5.24,2,1.25,0.7,-0.87,,,,,3.0,2.0,1.0,,,,,,,,,,,6.0,2,2019,,
Nathan (MEI),Atlético-MG,3.41,1,1.2,1.2,-0.59,,,,,,,1.0,,,,,,,,,,,,2,2019,,
Everaldo (ATA),Fluminense,3.47,2,1.1,5.0,0.56,,,1.0,,4.0,1.0,,,,,,,1.0,,,4.0,2.0,2.0,2,2019,,
Tiago Volpi (GOL),São Paulo,6.5,2,1.05,-2.3,-2.1,,,,1.0,,,,,,,,,,,1.0,,,3.0,2,2019,,
Caio Henrique (MEI),Fluminense,4.6,2,1.05,1.6,-0.6,2.0,,,,1.0,1.0,,,,,,,,,,2.0,,4.0,2,2019,,
Pedro Castro (MEI),Avaí,2.73,2,0.95,2.2,0.16,2.0,,,,3.0,,,,,,,,,,,4.0,,2.0,2,2019,,
Douglas (ZAG),Chapecoense,4.12,2,0.95,-0.3,-0.88,,,,1.0,1.0,,,,,,,,1.0,,,2.0,,2.0,2,2019,,
Soteldo (MEI),Santos,4.72,2,0.85,0.4,-1.04,1.0,,,,3.0,1.0,3.0,,,,,,1.0,,,4.0,1.0,4.0,2,2019,,
Diego (MEI),Flamengo,6.93,2,0.8,2.4,-1.53,2.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,2.0,2,2019,,
Paulinho (LAT),Avaí,1.97,2,0.75,0.6,-0.04,3.0,,,,2.0,1.0,,,,,,,,,,6.0,,6.0,2,2019,,
Victor (GOL),Atlético-MG,5.41,2,0.7,3.4,-0.83,,,,,,,,,2.0,,,,,,2.0,,,2.0,2,2019,,
Kayke (ATA),Goiás,3.36,2,0.7,-0.7,-0.87,1.0,,,,2.0,3.0,1.0,,,,,,1.0,,,3.0,,4.0,2,2019,,
Armero (LAT),CSA,3.15,1,0.6,0.6,-0.85,1.0,,,,,,,,,,,,,,,,,3.0,2,2019,,
Gustavo Campanharo (MEI),Chapecoense,2.16,2,0.55,0.6,-0.27,1.0,,,,,2.0,1.0,,,,,,,,,4.0,,4.0,2,2019,,
Gustavo Henrique (ZAG),Santos,4.03,2,0.55,2.4,-0.62,1.0,,,,,,1.0,,,,,,,,,2.0,,2.0,2,2019,,
Lincoln (ATA),Flamengo,2.39,1,0.5,0.5,-0.61,,,,,1.0,,,,,,,,,,,,,,2,2019,,
Marcelo Cirino (ATA),Athlético-PR,4.55,2,0.45,0.5,-1.28,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,2,2019,,
Araruna (MEI),Fortaleza,3.79,1,0.4,0.4,-1.21,2.0,,,,,,,,,,,,1.0,,,,,2.0,2,2019,,
Airton (MEI),Fluminense,4.58,2,0.4,0.2,-1.39,2.0,,,,3.0,,,,,,,,1.0,,,1.0,,4.0,2,2019,,
Cássio (GOL),Corinthians,4.63,2,0.25,5.0,-0.57,,,,1.0,1.0,,,,1.0,,,,1.0,,3.0,,,,2,2019,,
Rodrigo Pimpão (ATA),Botafogo,2.11,2,0.2,2.0,-0.25,,,1.0,,,1.0,2.0,,,,,,2.0,,,3.0,1.0,6.0,2,2019,,
Gerson (ZAG),CSA,2.5,2,0.2,-0.5,-0.9,1.0,,,,,,,,,,,,,,,1.0,,2.0,2,2019,,
Tchê Tchê (MEI),São Paulo,2.63,2,0.1,0.1,-0.91,,,,,1.0,,2.0,,,,,,,,,3.0,,4.0,2,2019,,
Yago (ZAG),Goiás,2.49,2,0.1,-0.9,-1.05,,,,1.0,,,,,,,,,1.0,,,2.0,,6.0,2,2019,,
Marllon (ZAG),Corinthians,5.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Iago (LAT),Internacional,8.68,1,0.0,0.0,-3.32,,,,,,,1.0,,,,,,,,,,,4.0,2,2019,,
Paulo André (ZAG),Athlético-PR,6.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Márcio Azevedo (LAT),Athlético-PR,3.47,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Vitinho (ATA),Athlético-PR,0.72,1,0.0,0.0,-0.28,,,,,,,,,,,,,,,,,,,2,2019,,
Ricardinho (MEI),Ceará,3.12,2,0.0,-0.3,-1.25,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,2,2019,,
Michel (LAT),Corinthians,3.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Luiz Gustavo (ZAG),Vasco,4.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Rossi (ATA),Vasco,4.34,1,0.0,0.0,-1.66,,,,,,,,,,,,,,,,,,,2,2019,,
Egídio (LAT),Cruzeiro,9.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
Léo Cittadini (MEI),Athlético-PR,5.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2,2019,,
